activity_id,lead_id,activity_type,activity_date,activity_status,notes
3667,2385,WhatsApp,2025-12-29,Pending,No response from customer.
3668,881,Follow-up,2025-11-20,Completed,Sent lease and booking information.
3669,2785,Document Shared,2025-06-04,Completed,Sent lease and booking information.
3670,840,Email,2025-09-18,Failed,Customer requested more details.
3671,2195,Email,2025-04-24,Pending,Discussed budget and preferred location.
3672,1347,Follow-up,2025-07-13,Pending,Sent lease and booking information.
3673,2491,Email,2026-06-18,Pending,Scheduled follow-up call.
3674,2885,Site Visit,2026-02-05,Completed,Shared available property options.
3675,1037,WhatsApp,2026-06-05,Pending,Shared available property options.
3676,943,Email,2025-04-18,Failed,No response from customer.
3677,1725,Document Shared,2026-05-30,Failed,Customer requested more details.
3678,2335,Document Shared,2025-05-13,Completed,Sent lease and booking information.
3679,2768,Document Shared,2025-09-04,Pending,Scheduled follow-up call.
3680,1138,Follow-up,2025-06-22,Pending,Customer requested more details.
3681,2528,Email,2025-07-05,Failed,No response from customer.
3682,22,Call,2025-11-29,Completed,Shared available property options.
3683,1750,Call,2025-07-11,Completed,Shared available property options.
3684,683,Follow-up,2026-02-14,Pending,Discussed budget and preferred location.
3685,2954,Document Shared,2025-11-08,Failed,No response from customer.
3686,1834,Call,2025-08-30,Failed,No response from customer.
3687,2368,Call,2026-02-08,Pending,Discussed budget and preferred location.
3688,126,Follow-up,2025-10-07,Completed,No response from customer.
3689,277,WhatsApp,2025-08-15,Completed,Shared available property options.
3690,2000,Site Visit,2025-02-01,Completed,Shared available property options.
3691,1228,Call,2025-08-19,Failed,Sent lease and booking information.
3692,2242,SMS,2025-09-22,Failed,Scheduled follow-up call.
3693,696,Follow-up,2025-10-16,Failed,Customer requested more details.
3694,1310,Document Shared,2026-06-12,Completed,No response from customer.
3695,57,SMS,2025-04-10,Completed,Shared available property options.
3696,19,Follow-up,2025-12-14,Pending,Sent lease and booking information.
3697,2312,WhatsApp,2026-02-26,Completed,Scheduled follow-up call.
3698,2842,Document Shared,2025-07-09,Pending,Customer requested more details.
3699,113,Call,2025-05-22,Completed,Shared available property options.
3700,542,Document Shared,2026-03-24,Failed,Shared available property options.
3701,2695,Document Shared,2026-05-08,Failed,No response from customer.
3702,579,Site Visit,2025-09-23,Completed,Shared available property options.
3703,1089,Email,2026-05-13,Pending,Customer requested more details.
3704,25,SMS,2025-02-23,Completed,Sent lease and booking information.
3705,1573,Follow-up,2025-03-31,Completed,Scheduled follow-up call.
3706,2049,Document Shared,2026-02-27,Completed,Shared available property options.
3707,2959,SMS,2025-03-26,Failed,Shared available property options.
3708,1573,Follow-up,2025-04-12,Completed,No response from customer.
3709,141,SMS,2026-03-11,Completed,Sent lease and booking information.
3710,1768,Call,2026-04-12,Completed,Sent lease and booking information.
3711,648,Site Visit,2026-03-23,Pending,No response from customer.
3712,2236,Site Visit,2025-09-28,Completed,No response from customer.
3713,201,SMS,2025-08-02,Pending,Sent lease and booking information.
3714,257,Email,2025-08-12,Failed,Discussed budget and preferred location.
3715,547,WhatsApp,2026-02-20,Pending,Sent lease and booking information.
3716,2242,Call,2025-10-13,Failed,Shared available property options.
3717,2751,WhatsApp,2025-12-12,Failed,No response from customer.
3718,802,WhatsApp,2025-03-17,Failed,Discussed budget and preferred location.
3719,942,SMS,2025-02-14,Pending,Discussed budget and preferred location.
3720,414,Call,2025-12-13,Failed,Customer requested more details.
3721,2015,WhatsApp,2025-05-14,Completed,Customer requested more details.
3722,1382,Email,2026-04-05,Completed,Scheduled follow-up call.
3723,1099,WhatsApp,2026-01-12,Failed,Sent lease and booking information.
3724,910,WhatsApp,2026-05-28,Pending,Shared available property options.
3725,188,Document Shared,2025-04-11,Pending,No response from customer.
3726,2016,Site Visit,2025-04-01,Pending,Customer requested more details.
3727,1314,Site Visit,2026-06-03,Failed,Customer requested more details.
3728,2093,Call,2025-12-30,Pending,Shared available property options.
3729,2131,Follow-up,2025-05-24,Completed,Discussed budget and preferred location.
3730,1147,Call,2025-03-21,Failed,Sent lease and booking information.
3731,358,Follow-up,2026-04-05,Completed,Discussed budget and preferred location.
3732,1552,Site Visit,2025-09-25,Failed,Shared available property options.
3733,1090,Follow-up,2026-05-17,Pending,Sent lease and booking information.
3734,2984,Follow-up,2026-04-01,Pending,Shared available property options.
3735,1681,SMS,2025-07-17,Completed,No response from customer.
3736,2423,Call,2026-03-07,Pending,Customer requested more details.
3737,162,Site Visit,2025-05-10,Completed,Customer requested more details.
3738,2370,SMS,2025-12-09,Completed,Customer requested more details.
3739,450,SMS,2025-10-15,Pending,Scheduled follow-up call.
3740,1498,Site Visit,2026-05-21,Failed,No response from customer.
3741,1037,Call,2026-07-01,Pending,Shared available property options.
3742,2232,Call,2026-06-04,Completed,Customer requested more details.
3743,2159,Call,2025-12-09,Completed,Scheduled follow-up call.
3744,1951,WhatsApp,2026-04-22,Failed,Discussed budget and preferred location.
3745,2556,Call,2026-01-31,Completed,Discussed budget and preferred location.
3746,1314,Site Visit,2026-05-05,Failed,Sent lease and booking information.
3747,2343,Call,2025-11-02,Completed,Sent lease and booking information.
3748,2952,Follow-up,2026-05-31,Pending,Shared available property options.
3749,1239,SMS,2025-03-15,Pending,Shared available property options.
3750,974,Call,2025-02-14,Pending,Customer requested more details.
3751,632,Document Shared,2025-10-23,Completed,Discussed budget and preferred location.
3752,1591,Site Visit,2025-12-19,Completed,No response from customer.
3753,1051,Document Shared,2026-04-18,Pending,Discussed budget and preferred location.
3754,2781,Document Shared,2025-11-13,Pending,No response from customer.
3755,1589,Email,2026-04-29,Failed,Customer requested more details.
3756,2369,Email,2025-07-27,Pending,Customer requested more details.
3757,2961,Email,2026-03-27,Failed,Scheduled follow-up call.
3758,1694,Site Visit,2025-05-13,Completed,Sent lease and booking information.
3759,437,Follow-up,2026-03-27,Pending,Sent lease and booking information.
3760,2829,Document Shared,2025-12-05,Pending,Customer requested more details.
3761,1557,Call,2025-01-25,Failed,Sent lease and booking information.
3762,1077,WhatsApp,2025-11-13,Failed,Scheduled follow-up call.
3763,1305,Email,2026-03-07,Failed,Discussed budget and preferred location.
3764,2774,Call,2025-10-18,Completed,Shared available property options.
3765,2079,Site Visit,2025-08-23,Failed,Sent lease and booking information.
3766,2385,Site Visit,2026-01-26,Pending,No response from customer.
3767,183,Site Visit,2025-09-25,Pending,Sent lease and booking information.
3768,2592,SMS,2025-08-12,Completed,No response from customer.
3769,1470,Email,2025-05-19,Pending,Shared available property options.
3770,1480,Follow-up,2025-03-17,Pending,Shared available property options.
3771,1590,Site Visit,2025-02-11,Completed,Sent lease and booking information.
3772,1588,Follow-up,2025-12-28,Failed,Sent lease and booking information.
3773,660,Document Shared,2026-03-22,Completed,Discussed budget and preferred location.
3774,160,Email,2025-10-28,Failed,No response from customer.
3775,2460,Follow-up,2026-05-04,Completed,Scheduled follow-up call.
3776,1012,Call,2025-11-23,Completed,No response from customer.
3777,53,Document Shared,2025-04-22,Failed,No response from customer.
3778,2456,Site Visit,2026-05-30,Completed,Scheduled follow-up call.
3779,2895,Follow-up,2025-07-04,Pending,Sent lease and booking information.
3780,1046,Site Visit,2025-12-11,Completed,Sent lease and booking information.
3781,1054,Site Visit,2025-11-26,Completed,Scheduled follow-up call.
3782,2751,SMS,2025-12-09,Pending,Customer requested more details.
3783,2308,Call,2025-07-12,Failed,Sent lease and booking information.
3784,1229,Follow-up,2026-01-04,Failed,No response from customer.
3785,1495,Follow-up,2025-12-19,Completed,Customer requested more details.
3786,2824,WhatsApp,2026-03-05,Completed,Shared available property options.
3787,1490,Follow-up,2025-10-09,Completed,Discussed budget and preferred location.
3788,1036,Site Visit,2026-04-27,Failed,No response from customer.
3789,1951,Follow-up,2026-04-16,Failed,No response from customer.
3790,850,Follow-up,2025-08-24,Completed,Customer requested more details.
3791,354,Email,2026-07-07,Pending,Customer requested more details.
3792,1099,Site Visit,2026-02-04,Failed,Customer requested more details.
3793,2921,Document Shared,2025-07-31,Completed,Shared available property options.
3794,1740,Document Shared,2025-02-08,Completed,Sent lease and booking information.
3795,1465,SMS,2025-09-25,Pending,Customer requested more details.
3796,991,Call,2025-04-07,Pending,Sent lease and booking information.
3797,1265,SMS,2025-08-26,Failed,No response from customer.
3798,1885,Follow-up,2025-05-02,Pending,Discussed budget and preferred location.
3799,1810,Document Shared,2025-12-15,Completed,Customer requested more details.
3800,2342,SMS,2026-01-10,Failed,Scheduled follow-up call.
3801,2257,Follow-up,2026-06-12,Pending,No response from customer.
3802,1112,Call,2026-06-30,Pending,Shared available property options.
3803,818,Call,2026-01-13,Pending,Scheduled follow-up call.
3804,1800,Follow-up,2025-12-03,Failed,No response from customer.
3805,1961,Document Shared,2026-05-25,Completed,Discussed budget and preferred location.
3806,2438,Email,2025-05-13,Completed,No response from customer.
3807,2373,Call,2025-08-31,Failed,Customer requested more details.
3808,2988,Document Shared,2025-07-06,Completed,Scheduled follow-up call.
3809,889,Call,2025-07-29,Pending,Customer requested more details.
3810,1856,Call,2026-01-04,Completed,Customer requested more details.
3811,1181,WhatsApp,2026-03-14,Completed,Customer requested more details.
3812,668,Site Visit,2025-05-14,Failed,Scheduled follow-up call.
3813,633,WhatsApp,2026-01-26,Pending,No response from customer.
3814,2625,Follow-up,2025-11-27,Pending,Scheduled follow-up call.
3815,1643,Call,2025-06-06,Pending,Sent lease and booking information.
3816,137,SMS,2025-10-29,Pending,Scheduled follow-up call.
3817,1947,Follow-up,2026-04-29,Completed,Sent lease and booking information.
3818,1698,WhatsApp,2025-05-22,Completed,Sent lease and booking information.
3819,428,Document Shared,2026-01-25,Completed,Sent lease and booking information.
3820,1476,Site Visit,2025-08-24,Completed,Discussed budget and preferred location.
3821,2660,WhatsApp,2025-03-17,Pending,Sent lease and booking information.
3822,2959,Email,2025-03-20,Failed,Scheduled follow-up call.
3823,819,Follow-up,2026-01-06,Completed,Shared available property options.
3824,2189,Document Shared,2026-02-07,Failed,Scheduled follow-up call.
3825,1107,SMS,2025-02-12,Failed,Sent lease and booking information.
3826,2225,Site Visit,2025-04-13,Completed,Shared available property options.
3827,198,WhatsApp,2025-12-30,Pending,Sent lease and booking information.
3828,2672,Document Shared,2026-06-08,Completed,Shared available property options.
3829,1996,SMS,2025-10-28,Failed,Shared available property options.
3830,2739,Site Visit,2025-09-21,Failed,Discussed budget and preferred location.
3831,2449,WhatsApp,2025-10-27,Completed,Customer requested more details.
3832,471,SMS,2025-04-14,Pending,No response from customer.
3833,2266,Document Shared,2026-02-03,Pending,Customer requested more details.
3834,1949,Document Shared,2025-03-30,Failed,No response from customer.
3835,929,Document Shared,2026-05-18,Failed,No response from customer.
3836,2011,SMS,2025-03-04,Failed,Customer requested more details.
3837,2680,Site Visit,2025-04-19,Completed,Customer requested more details.
3838,2999,SMS,2026-04-13,Pending,No response from customer.
3839,906,WhatsApp,2025-11-15,Pending,No response from customer.
3840,2223,Email,2025-12-26,Completed,Scheduled follow-up call.
3841,23,WhatsApp,2025-03-03,Completed,Customer requested more details.
3842,235,Follow-up,2025-11-15,Pending,Shared available property options.
3843,1125,Email,2026-05-29,Failed,Customer requested more details.
3844,929,WhatsApp,2026-05-10,Completed,Sent lease and booking information.
3845,523,Document Shared,2025-04-04,Failed,Sent lease and booking information.
3846,1809,SMS,2025-02-25,Pending,No response from customer.
3847,431,Document Shared,2025-04-12,Pending,Shared available property options.
3848,793,SMS,2025-01-29,Pending,No response from customer.
3849,1630,WhatsApp,2025-08-30,Failed,Sent lease and booking information.
3850,1737,Site Visit,2026-03-13,Pending,Scheduled follow-up call.
3851,533,Call,2025-04-20,Failed,Scheduled follow-up call.
3852,1747,Site Visit,2025-11-11,Completed,No response from customer.
3853,1676,Follow-up,2025-01-13,Completed,Customer requested more details.
3854,1317,Site Visit,2025-05-23,Failed,Customer requested more details.
3855,2858,Call,2025-04-11,Pending,Scheduled follow-up call.
3856,913,Call,2025-06-01,Pending,No response from customer.
3857,1125,Site Visit,2026-06-28,Failed,Customer requested more details.
3858,1526,Follow-up,2026-04-17,Completed,Sent lease and booking information.
3859,1328,Follow-up,2025-07-31,Pending,Scheduled follow-up call.
3860,2919,SMS,2025-04-18,Failed,Sent lease and booking information.
3861,2588,Call,2025-08-03,Pending,Discussed budget and preferred location.
